fpl_hostname,fpl_name,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-199,Kepler-199 c,0,2014,67.093408,0.00019,-0.00019,0,0.316,,,0,,,,,10.6,,,0,M-R relationship,3.25,0.58,-0.58,0,1.7,,,0,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,493,11.8,-11.98,0,5644,117,-117,0,4.44,0.15,-0.15,0,-0.109,0.01,-0.011,0,0.96,0.02,-0.02,0,0.97,0.17,-0.17,0,1.45,0.592,-0.3,0
Kepler-20,Kepler-20 b,0,2011,3.69611525,0.00000115,-0.00000087,0,0.0463,0.0009,-0.0015,0,0.03,0.09,-0.03,0,9.7,1.41,-1.44,0,Mass,1.868,0.066,-0.034,0,8.2,1.5,-1.3,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,30,-30,0,5495,50,-50,0,4.45,0.01,-0.01,0,-0.189,0.005,-0.005,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,7.6,3.7,-3.7,0
Kepler-20,Kepler-20 c,0,2011,10.85409089,0.00000303,-0.0000026,0,0.0949,0.0027,-0.0023,0,0.16,0.01,-0.09,0,12.75,2.17,-2.24,0,Mass,3.047,0.064,-0.056,0,2.5,0.5,-0.5,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,30,-30,0,5495,50,-50,0,4.45,0.01,-0.01,0,-0.189,0.005,-0.005,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,7.6,3.7,-3.7,0
Kepler-20,Kepler-20 d,0,2011,77.61130017,0.00012305,-0.00011588,0,0.3506,0.0081,-0.0101,0,0.6,,,1,10.07,3.97,-3.7,0,Mass,2.744,0.073,-0.055,0,2.7,1.1,-1,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,30,-30,0,5495,50,-50,0,4.45,0.01,-0.01,0,-0.189,0.005,-0.005,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,7.6,3.7,-3.7,0
Kepler-20,Kepler-20 e,0,2011,6.09852281,0.00000608,-0.00001351,0,0.0639,0.0019,-0.0014,0,0.28,,,1,3.08,,,1,Mass,0.865,0.026,-0.028,0,,,,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,30,-30,0,5495,50,-50,0,4.45,0.01,-0.01,0,-0.189,0.005,-0.005,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,7.6,3.7,-3.7,0
Kepler-20,Kepler-20 f,0,2011,19.57758478,0.00009037,-0.00012256,0,0.1396,0.0036,-0.0035,0,0.32,,,1,14.3,,,1,Mass,1.003,0.05,-0.089,0,,,,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,30,-30,0,5495,50,-50,0,4.45,0.01,-0.01,0,-0.189,0.005,-0.005,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,7.6,3.7,-3.7,0
Kepler-20,Kepler-20 g,0,2016,34.94,0.038,-0.035,0,0.2055,0.0022,-0.0021,0,0.15,0.01,-0.1,0,19.96,3.08,-3.61,0,Msini,4.71,,,0,1.05,,,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,30,-30,0,5495,50,-50,0,4.45,0.01,-0.01,0,-0.189,0.005,-0.005,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,7.6,3.7,-3.7,0
Kepler-200,Kepler-200 b,0,2014,8.594805,0.000036,-0.000036,0,0.08,,,0,,,,,5.18,,,0,M-R relationship,2.13,0.41,-0.41,0,2.95,,,0,18h57m38.38s,284.40992,+41d14m14.9s,41.237465,658,46.48,-39.17,0,5678,100,-100,0,4.45,0.15,-0.15,0,-0.045,0.014,-0.014,0,0.98,0.04,-0.04,0,0.94,0.16,-0.16,0,3.63,2.58,-1.89,0
Kepler-200,Kepler-200 c,0,2014,10.222157,0.000053,-0.000053,0,0.09,,,0,,,,,3.15,,,0,M-R relationship,1.59,0.29,-0.29,0,4.31,,,0,18h57m38.38s,284.40992,+41d14m14.9s,41.237465,658,46.48,-39.17,0,5678,100,-100,0,4.45,0.15,-0.15,0,-0.045,0.014,-0.014,0,0.98,0.04,-0.04,0,0.94,0.16,-0.16,0,3.63,2.58,-1.89,0
Kepler-201,Kepler-201 b,0,2014,25.672083,0.000075,-0.000075,0,0.175,,,0,,,,,6.62,,,0,M-R relationship,2.46,0.48,-0.48,0,2.44,,,0,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,613,43.73,-32.3,0,6065,117,-117,0,4.29,0.15,-0.15,0,0.319,0.013,-0.013,0,1.18,0.04,-0.03,0,1.23,0.24,-0.24,0,2.19,1,-0.782,0
Kepler-201,Kepler-201 c,0,2014,151.884058,0.002014,-0.002014,0,0.573,,,0,,,,,8.5,,,0,M-R relationship,2.85,0.6,-0.6,0,2.02,,,0,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,613,43.73,-32.3,0,6065,117,-117,0,4.29,0.15,-0.15,0,0.319,0.013,-0.013,0,1.18,0.04,-0.03,0,1.23,0.24,-0.24,0,2.19,1,-0.782,0
Kepler-202,Kepler-202 b,0,2014,4.069427,0.000007,-0.000007,0,0.045,,,0,,,,,3.29,,,0,M-R relationship,1.63,0.1,-0.1,0,4.17,,,0,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,302,7.32,-8.12,0,4668,100,-100,0,4.65,0.15,-0.15,0,-0.708,0.005,-0.005,0,0.78,0.02,-0.03,0,0.67,0.03,-0.03,0,3.24,3,-1.49,0
Kepler-202,Kepler-202 c,0,2014,16.282493,0.000038,-0.000038,0,0.113,,,0,,,,,4.08,,,0,M-R relationship,1.85,0.1,-0.1,0,3.54,,,0,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,302,7.32,-8.12,0,4668,100,-100,0,4.65,0.15,-0.15,0,-0.708,0.005,-0.005,0,0.78,0.02,-0.03,0,0.67,0.03,-0.03,0,3.24,3,-1.49,0
Kepler-203,Kepler-203 b,0,2014,3.162697,0.000004,-0.000004,0,0.043,,,0,,,,,7.13,,,0,M-R relationship,2.57,0.52,-0.52,0,2.31,,,0,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697,82.93,-58.22,0,5821,100,-100,0,4.36,0.15,-0.15,0,0.01,0.016,-0.017,0,1,0.05,-0.04,0,1.11,0.21,-0.21,0,5.5,2.48,-2.92,0
Kepler-203,Kepler-203 c,0,2014,5.370647,0.000008,-0.000008,0,0.061,,,0,,,,,749.9,419.1,-344.7,0,Mass,2.47,0.47,-0.47,0,273,,,0,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697,82.93,-58.22,0,5821,100,-100,0,4.36,0.15,-0.15,0,0.01,0.016,-0.017,0,1,0.05,-0.04,0,1.11,0.21,-0.21,0,5.5,2.48,-2.92,0
Kepler-203,Kepler-203 d,0,2014,11.32972,0.00008,-0.00008,0,0.1,,,0,,,,,33.9,183.4,-33.2,0,Mass,1.44,0.28,-0.28,0,62.4,,,0,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697,82.93,-58.22,0,5821,100,-100,0,4.36,0.15,-0.15,0,0.01,0.016,-0.017,0,1,0.05,-0.04,0,1.11,0.21,-0.21,0,5.5,2.48,-2.92,0
Kepler-204,Kepler-204 b,0,2014,14.400974,0.000056,-0.000056,0,0.117,,,0,,,,,6.94,,,0,M-R relationship,2.53,0.54,-0.54,0,2.35,,,0,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,769,108.81,-81.35,0,5812,100,-100,0,4.27,0.16,-0.16,0,0.014,0.013,-0.014,0,1.03,0.04,-0.04,0,1.24,0.26,-0.26,0,5.75,1.62,-2.84,0
Kepler-204,Kepler-204 c,0,2014,25.660593,0.000288,-0.000288,0,0.173,,,0,,,,,3.86,,,0,M-R relationship,1.79,0.39,-0.39,0,3.7,,,0,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,769,108.81,-81.35,0,5812,100,-100,0,4.27,0.16,-0.16,0,0.014,0.013,-0.014,0,1.03,0.04,-0.04,0,1.24,0.26,-0.26,0,5.75,1.62,-2.84,0
Kepler-205,Kepler-205 b,0,2014,2.75564,0.000002,-0.000002,0,0.032,,,0,,,,,2.89,,,0,M-R relationship,1.51,0.14,-0.14,0,4.61,,,0,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,150,9.28,-10.29,0,4321,100,-100,0,4.74,0.15,-0.15,0,-0.989,0.003,-0.003,0,0.6,0.04,-0.04,0,0.55,0.02,-0.02,0,3.16,4.6,-1.6,0
Kepler-205,Kepler-205 c,0,2014,20.306546,0.000038,-0.000038,0,0.122,,,0,,,,,3.33,,,0,M-R relationship,1.64,0.12,-0.12,0,4.15,,,0,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,150,9.28,-10.29,0,4321,100,-100,0,4.74,0.15,-0.15,0,-0.989,0.003,-0.003,0,0.6,0.04,-0.04,0,0.55,0.02,-0.02,0,3.16,4.6,-1.6,0
Kepler-206,Kepler-206 b,0,2014,7.781987,0.000058,-0.000058,0,0.078,,,0,,,,,1.87,,,0,M-R relationship,1.2,0.24,-0.24,0,5.95,,,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617,94.57,-63.23,0,5764,100,-100,0,4.31,0.15,-0.15,0,0.053,0.011,-0.011,0,1.05,0.04,-0.04,0,1.19,0.23,-0.23,0,5.25,2.13,-2.7,0
Kepler-206,Kepler-206 c,0,2014,13.137471,0.000065,-0.000065,0,0.111,,,0,,,,,3.78,,,0,M-R relationship,1.77,0.34,-0.34,0,3.75,,,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617,94.57,-63.23,0,5764,100,-100,0,4.31,0.15,-0.15,0,0.053,0.011,-0.011,0,1.05,0.04,-0.04,0,1.19,0.23,-0.23,0,5.25,2.13,-2.7,0
Kepler-206,Kepler-206 d,0,2014,23.44281,0.000453,-0.000453,0,0.163,,,0,,,,,1.81,,,0,M-R relationship,1.19,0.24,-0.24,0,5.9,,,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617,94.57,-63.23,0,5764,100,-100,0,4.31,0.15,-0.15,0,0.053,0.011,-0.011,0,1.05,0.04,-0.04,0,1.19,0.23,-0.23,0,5.25,2.13,-2.7,0
Kepler-207,Kepler-207 b,0,2014,1.611865,0.000006,-0.000006,0,0.029,,,0,,,,,3.09,,,0,M-R relationship,1.57,0.3,-0.3,0,4.39,,,0,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,760,157.44,-126.86,0,5920,116,-116,0,4.13,0.15,-0.15,0,0.511,0.015,-0.016,0,1.2,0.12,-0.08,0,1.59,0.3,-0.3,0,4.17,1.09,-0.873,0
Kepler-207,Kepler-207 c,0,2014,3.071571,0.000016,-0.000016,0,0.044,,,0,,,,,2.86,,,0,M-R relationship,1.5,0.29,-0.29,0,4.66,,,0,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,760,157.44,-126.86,0,5920,116,-116,0,4.13,0.15,-0.15,0,0.511,0.015,-0.016,0,1.2,0.12,-0.08,0,1.59,0.3,-0.3,0,4.17,1.09,-0.873,0
Kepler-207,Kepler-207 d,0,2014,5.868075,0.000009,-0.000009,0,0.068,,,0,,,,,11,,,0,M-R relationship,3.31,0.63,-0.63,0,1.67,,,0,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,760,157.44,-126.86,0,5920,116,-116,0,4.13,0.15,-0.15,0,0.511,0.015,-0.016,0,1.2,0.12,-0.08,0,1.59,0.3,-0.3,0,4.17,1.09,-0.873,0
Kepler-208,Kepler-208 b,0,2014,4.22864,0.000018,-0.000018,0,0.054,,,0,,,,,3.29,,,0,M-R relationship,1.63,0.3,-0.3,0,4.17,,,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856,163.81,-142.57,0,6092,100,-100,0,4.26,0.15,-0.15,0,0.252,0.015,-0.015,0,1.16,0.11,-0.06,0,1.31,0.24,-0.24,0,4.37,1.3,-1.06,0
Kepler-208,Kepler-208 c,0,2014,7.466623,0.000067,-0.000067,0,0.079,,,0,,,,,2.51,,,0,M-R relationship,1.39,0.26,-0.26,0,5.14,,,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856,163.81,-142.57,0,6092,100,-100,0,4.26,0.15,-0.15,0,0.252,0.015,-0.015,0,1.16,0.11,-0.06,0,1.31,0.24,-0.24,0,4.37,1.3,-1.06,0
Kepler-208,Kepler-208 d,0,2014,11.131786,0.000131,-0.000131,0,0.103,,,0,,,,,1.87,,,0,M-R relationship,1.2,0.23,-0.23,0,5.95,,,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856,163.81,-142.57,0,6092,100,-100,0,4.26,0.15,-0.15,0,0.252,0.015,-0.015,0,1.16,0.11,-0.06,0,1.31,0.24,-0.24,0,4.37,1.3,-1.06,0
Kepler-208,Kepler-208 e,0,2014,16.259458,0.000176,-0.000176,0,0.132,,,0,,,,,2.79,,,0,M-R relationship,1.48,0.28,-0.28,0,4.73,,,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856,163.81,-142.57,0,6092,100,-100,0,4.26,0.15,-0.15,0,0.252,0.015,-0.015,0,1.16,0.11,-0.06,0,1.31,0.24,-0.24,0,4.37,1.3,-1.06,0
Kepler-209,Kepler-209 b,0,2014,16.087845,0.000041,-0.000041,0,0.122,,,0,,,,,5.73,,,0,M-R relationship,2.26,0.34,-0.34,0,2.73,,,0,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,584,35,-27.99,0,5513,100,-100,0,4.47,0.15,-0.15,0,-0.16,0.012,-0.012,0,0.95,0.03,-0.04,0,0.94,0.14,-0.14,0,4.47,3.3,-2.52,0
Kepler-209,Kepler-209 c,0,2014,41.749882,0.000106,-0.000106,0,0.231,,,0,,,,,9.8,,,0,M-R relationship,3.1,0.51,-0.51,0,1.81,,,0,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,584,35,-27.99,0,5513,100,-100,0,4.47,0.15,-0.15,0,-0.16,0.012,-0.012,0,0.95,0.03,-0.04,0,0.94,0.14,-0.14,0,4.47,3.3,-2.52,0
Kepler-21,Kepler-21 b,0,2012,2.78578,0.00003,-0.00003,0,0.042717,0,0,0,0.02,0.1,-0.1,0,5.08,1.72,-1.72,0,Mass,1.639,0.019,-0.015,0,6.4,2.1,-2.1,0,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,113,7,-7,0,6305,50,-50,0,4.03,0,0,0,0.715,0.012,-0.011,0,1.41,0.02,-0.03,0,1.9,0.02,-0.01,0,3.03,0.35,-0.35,0
Kepler-210,Kepler-210 b,0,2014,2.453234,0.000001,-0.000001,0,0.032,,,0,,,,,8.96,,,0,M-R relationship,2.94,0.21,-0.21,0,1.94,,,0,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,242,5.57,-5.49,0,4559,100,-100,0,4.66,0.15,-0.15,0,-0.758,0.005,-0.005,0,0.77,0.02,-0.02,0,0.65,0.03,-0.03,0,1.78,0.926,-0.472,0
Kepler-210,Kepler-210 c,0,2014,7.972513,0.000003,-0.000003,0,0.07,,,0,,,,,12.8,,,0,M-R relationship,3.62,0.19,-0.19,0,1.48,,,0,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,242,5.57,-5.49,0,4559,100,-100,0,4.66,0.15,-0.15,0,-0.758,0.005,-0.005,0,0.77,0.02,-0.02,0,0.65,0.03,-0.03,0,1.78,0.926,-0.472,0
Kepler-211,Kepler-211 b,0,2014,4.138575,0.00001,-0.00001,0,0.048,,,0,,,,,2.13,,,0,M-R relationship,1.26,0.09,-0.09,0,5.85,,,0,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,322,5.73,-5.78,0,5123,100,-100,0,4.55,0.15,-0.15,0,-0.408,0.007,-0.007,0,0.9,0.01,-0.02,0,0.82,0.05,-0.05,0,1.55,0.726,-0.363,0
Kepler-211,Kepler-211 c,0,2014,6.04045,0.000016,-0.000016,0,0.062,,,0,,,,,18.3,22.4,-17,0,Mass,1.29,0.09,-0.09,0,46.8,,,0,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,322,5.73,-5.78,0,5123,100,-100,0,4.55,0.15,-0.15,0,-0.408,0.007,-0.007,0,0.9,0.01,-0.02,0,0.82,0.05,-0.05,0,1.55,0.726,-0.363,0
Kepler-212,Kepler-212 b,0,2014,16.257582,0.000378,-0.000378,0,0.133,,,0,,,,,1.32,,,0,M-R relationship,1.09,0.21,-0.21,0,5.6,,,0,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,597,100.89,-87.48,0,5852,100,-100,0,4.18,0.15,-0.15,0,0.367,0.013,-0.013,0,1.09,0.08,-0.04,0,1.46,0.27,-0.27,0,5.5,1.47,-1.6,0
Kepler-212,Kepler-212 c,0,2014,31.805174,0.000142,-0.000142,0,0.207,,,0,,,,,7.95,,,0,M-R relationship,2.74,0.51,-0.51,0,2.12,,,0,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,597,100.89,-87.48,0,5852,100,-100,0,4.18,0.15,-0.15,0,0.367,0.013,-0.013,0,1.09,0.08,-0.04,0,1.46,0.27,-0.27,0,5.5,1.47,-1.6,0
Kepler-213,Kepler-213 b,0,2014,2.46236,0.000006,-0.000006,0,0.036,,,0,,,,,3.26,,,0,M-R relationship,1.62,0.31,-0.31,0,4.21,,,0,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,578,21.52,-19.86,0,5696,100,-100,0,4.31,0.15,-0.15,0,0.055,0.014,-0.014,0,1.07,0.03,-0.03,0,1.2,0.22,-0.22,0,1.62,0.943,-0.45,0
Kepler-213,Kepler-213 c,0,2014,4.822962,0.000008,-0.000008,0,0.057,,,0,,,,,6.08,,,0,M-R relationship,2.34,0.45,-0.45,0,2.61,,,0,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,578,21.52,-19.86,0,5696,100,-100,0,4.31,0.15,-0.15,0,0.055,0.014,-0.014,0,1.07,0.03,-0.03,0,1.2,0.22,-0.22,0,1.62,0.943,-0.45,0
Kepler-214,Kepler-214 b,0,2014,15.660544,0.00008,-0.00008,0,0.13,,,0,,,,,7.32,,,0,M-R relationship,2.61,0.49,-0.49,0,2.26,,,0,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,804,31.99,-27.76,0,6169,100,-100,0,4.25,0.15,-0.15,0,0.5,0.024,-0.026,0,1.11,0.03,-0.02,0,1.35,0.25,-0.25,0,1.58,0.588,-0.31,0
Kepler-214,Kepler-214 c,0,2014,28.7798,0.000397,-0.000397,0,0.194,,,0,,,,,5.18,,,0,M-R relationship,2.13,0.4,-0.4,0,2.95,,,0,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,804,31.99,-27.76,0,6169,100,-100,0,4.25,0.15,-0.15,0,0.5,0.024,-0.026,0,1.11,0.03,-0.02,0,1.35,0.25,-0.25,0,1.58,0.588,-0.31,0
Kepler-215,Kepler-215 b,0,2014,9.360672,0.00004,-0.00004,0,0.084,,,0,,,,,3.26,,,0,M-R relationship,1.62,0.4,-0.4,0,4.21,,,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467,15,-16.57,0,5739,164,-164,0,4.36,0.15,-0.15,0,-0.159,0.01,-0.01,0,0.94,0.03,-0.04,0,1.03,0.24,-0.24,0,1.62,0.9,-0.422,0
Kepler-215,Kepler-215 c,0,2014,14.667108,0.000089,-0.000089,0,0.113,,,0,,,,,3.78,,,0,M-R relationship,1.77,0.42,-0.42,0,3.75,,,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467,15,-16.57,0,5739,164,-164,0,4.36,0.15,-0.15,0,-0.159,0.01,-0.01,0,0.94,0.03,-0.04,0,1.03,0.24,-0.24,0,1.62,0.9,-0.422,0
Kepler-215,Kepler-215 d,0,2014,30.864423,0.000092,-0.000092,0,0.185,,,0,,,,,23.6,17.3,-11.9,0,Mass,2.39,0.55,-0.55,0,9.5,,,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467,15,-16.57,0,5739,164,-164,0,4.36,0.15,-0.15,0,-0.159,0.01,-0.01,0,0.94,0.03,-0.04,0,1.03,0.24,-0.24,0,1.62,0.9,-0.422,0
Kepler-215,Kepler-215 e,0,2014,68.16101,0.00063,-0.00063,0,0.314,,,0,,,,,3.71,,,0,M-R relationship,1.75,0.41,-0.41,0,3.8,,,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467,15,-16.57,0,5739,164,-164,0,4.36,0.15,-0.15,0,-0.159,0.01,-0.01,0,0.94,0.03,-0.04,0,1.03,0.24,-0.24,0,1.62,0.9,-0.422,0
Kepler-216,Kepler-216 b,0,2014,7.693641,0.000031,-0.000031,0,0.079,,,0,,,,,6.12,,,0,M-R relationship,2.35,0.46,-0.46,0,2.59,,,0,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,913,136.81,-95.75,0,6091,120,-120,0,4.28,0.15,-0.15,0,0.464,0.023,-0.025,0,1.11,0.07,-0.06,0,1.26,0.24,-0.24,0,3.55,1.19,-1.47,0
Kepler-216,Kepler-216 c,0,2014,17.406669,0.000057,-0.000057,0,0.136,,,0,,,,,9.48,,,0,M-R relationship,3.04,0.59,-0.59,0,1.85,,,0,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,913,136.81,-95.75,0,6091,120,-120,0,4.28,0.15,-0.15,0,0.464,0.023,-0.025,0,1.11,0.07,-0.06,0,1.26,0.24,-0.24,0,3.55,1.19,-1.47,0
Kepler-217,Kepler-217 b,0,2014,5.374943,0.000019,-0.000019,0,0.065,,,0,,,,,5.6,,,0,M-R relationship,2.23,0.32,-0.32,0,2.77,,,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066,277.38,-218.72,0,6171,109,-109,0,4.03,0.18,-0.18,0,0.73,0.02,-0.021,0,1.37,0.16,-0.12,0,1.8,0.26,-0.26,0,2.63,0.47,-0.555,0
Kepler-217,Kepler-217 c,0,2014,8.586004,0.000053,-0.000053,0,0.089,,,0,,,,,4.08,,,0,M-R relationship,1.85,0.27,-0.27,0,3.54,,,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066,277.38,-218.72,0,6171,109,-109,0,4.03,0.18,-0.18,0,0.73,0.02,-0.021,0,1.37,0.16,-0.12,0,1.8,0.26,-0.26,0,2.63,0.47,-0.555,0
Kepler-217,Kepler-217 d,0,2016,3.88689525,0.00002241,-0.00002241,0,,,,,,,,,2.3,,,0,M-R relationship,1.32,0.36,-0.27,0,5.5,,,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066,277.38,-218.72,0,6171,109,-109,0,4.03,0.18,-0.18,0,0.73,0.02,-0.021,0,1.37,0.16,-0.12,0,1.8,0.26,-0.26,0,2.63,0.47,-0.555,0
Kepler-218,Kepler-218 b,0,2014,3.619337,0.000011,-0.000011,0,0.046,,,0,,,,,2.79,,,0,M-R relationship,1.48,0.12,-0.12,0,4.73,,,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636,62.38,-44.52,0,5502,74,-74,0,4.39,0.06,-0.06,0,-0.027,0.013,-0.013,0,1.01,0.04,-0.04,0,1.06,0.08,-0.08,0,5.62,3.07,-3.35,0
Kepler-218,Kepler-218 c,0,2014,44.699576,0.000167,-0.000167,0,0.248,,,0,,,,,10,,,0,M-R relationship,3.14,0.26,-0.26,0,1.77,,,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636,62.38,-44.52,0,5502,74,-74,0,4.39,0.06,-0.06,0,-0.027,0.013,-0.013,0,1.01,0.04,-0.04,0,1.06,0.08,-0.08,0,5.62,3.07,-3.35,0
Kepler-218,Kepler-218 d,0,2016,124.5244647,0.0005822,-0.0005822,0,,,,,,,,,7.56,,,0,M-R relationship,2.66,0.28,-0.18,0,2.21,,,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636,62.38,-44.52,0,5502,74,-74,0,4.39,0.06,-0.06,0,-0.027,0.013,-0.013,0,1.01,0.04,-0.04,0,1.06,0.08,-0.08,0,5.62,3.07,-3.35,0
Kepler-219,Kepler-219 b,0,2014,4.585512,0.000008,-0.000008,0,0.057,,,0,,,,,9.01,,,0,M-R relationship,2.95,0.49,-0.49,0,1.93,,,0,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,946,182.54,-154.03,0,5786,100,-100,0,4.16,0.15,-0.15,0,0.196,0.017,-0.017,0,1.16,0.12,-0.07,0,1.49,0.25,-0.25,0,4.57,1.48,-1,0
Kepler-219,Kepler-219 c,0,2014,22.714613,0.000075,-0.000075,0,0.165,,,0,,,,,12.5,,,0,M-R relationship,3.58,0.6,-0.6,0,1.5,,,0,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,946,182.54,-154.03,0,5786,100,-100,0,4.16,0.15,-0.15,0,0.196,0.017,-0.017,0,1.16,0.12,-0.07,0,1.49,0.25,-0.25,0,4.57,1.48,-1,0
Kepler-219,Kepler-219 d,0,2014,47.903645,0.000307,-0.000307,0,0.272,,,0,,,,,19.1,29.9,-17.7,0,Mass,2.81,0.48,-0.48,0,4.73,,,0,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,946,182.54,-154.03,0,5786,100,-100,0,4.16,0.15,-0.15,0,0.196,0.017,-0.017,0,1.16,0.12,-0.07,0,1.49,0.25,-0.25,0,4.57,1.48,-1,0
Kepler-22,Kepler-22 b,0,2011,289.8623,0.0016,-0.002,0,0.849,0.018,-0.017,0,0,,,0,36,,,1,Mass,2.38,0.13,-0.13,0,14.7,,,1,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190,,,0,5518,44,-44,0,4.44,0.06,-0.06,0,-0.102,0.021,-0.023,0,0.97,0.06,-0.06,0,0.98,0.02,-0.02,0,7.08,1.5,-1.53,0
Kepler-220,Kepler-220 b,0,2014,4.159807,0.00001,-0.00001,0,0.046,,,0,,,,,0.457,,,0,M-R relationship,0.81,0.05,-0.05,0,4.73,,,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154,4.71,-4.19,0,4632,100,-100,0,4.65,0.15,-0.15,0,-0.751,0.003,-0.003,0,0.65,0.03,-0.02,0,0.67,0.03,-0.03,0,8.32,4.39,-4.75,0
Kepler-220,Kepler-220 c,0,2014,9.034199,0.000009,-0.000009,0,0.076,,,0,,,,,3.09,,,0,M-R relationship,1.57,0.09,-0.09,0,4.39,,,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154,4.71,-4.19,0,4632,100,-100,0,4.65,0.15,-0.15,0,-0.751,0.003,-0.003,0,0.65,0.03,-0.02,0,0.67,0.03,-0.03,0,8.32,4.39,-4.75,0
